year type stratum sex age value 
2014 N 1 1 3 298.336
2014 N 1 1 4 2404.89
2014 N 1 1 5 3294.34
2014 N 1 1 6 224.957
2014 N 1 1 7 37.6899
2014 Biomass 1 1 3 298.336
2014 Biomass 1 1 4 2404.89
2014 Biomass 1 1 5 3294.34
2014 Biomass 1 1 6 224.957
2014 Biomass 1 1 7 37.6899
2014 N_Kimura   1 1 3 298.336
2014 N_Kimura   1 1 4 2404.89
2014 N_Kimura   1 1 5 3294.34
2014 N_Kimura   1 1 6 224.957
2014 N_Kimura   1 1 7 37.6899
2014 avg_wt_age 1 1 3 1
2014 avg_wt_age 1 1 4 1
2014 avg_wt_age 1 1 5 1
2014 avg_wt_age 1 1 6 1
2014 avg_wt_age 1 1 7 1
2014 N 1 2 3 718.022
2014 N 1 2 4 1761.82
2014 N 1 2 5 2329.45
2014 N 1 2 6 454.226
2014 N 1 2 7 19.4421
2014 Biomass 1 2 3 718.022
2014 Biomass 1 2 4 1761.82
2014 Biomass 1 2 5 2329.45
2014 Biomass 1 2 6 454.226
2014 Biomass 1 2 7 19.4421
2014 N_Kimura   1 2 3 718.022
2014 N_Kimura   1 2 4 1761.82
2014 N_Kimura   1 2 5 2329.45
2014 N_Kimura   1 2 6 454.226
2014 N_Kimura   1 2 7 19.4421
2014 avg_wt_age 1 2 3 1
2014 avg_wt_age 1 2 4 1
2014 avg_wt_age 1 2 5 1
2014 avg_wt_age 1 2 6 1
2014 avg_wt_age 1 2 7 1
2014 p 1 1 3 0.0258452
2014 p 1 1 4 0.208338
2014 p 1 1 5 0.285393
2014 p 1 1 6 0.0194883
2014 p 1 1 7 0.00326513
2014 p 1 2 3 0.0622031
2014 p 1 2 4 0.152629
2014 p 1 2 5 0.201803
2014 p 1 2 6 0.0393502
2014 p 1 2 7 0.0016843
2014 N 2 1 3 45.0069
2014 N 2 1 4 236.801
2014 N 2 1 5 95.5461
2014 N 2 1 6 0
2014 N 2 1 7 0
2014 Biomass 2 1 3 45.0069
2014 Biomass 2 1 4 236.801
2014 Biomass 2 1 5 95.5461
2014 Biomass 2 1 6 0
2014 Biomass 2 1 7 0
2014 N_Kimura   2 1 3 45.0069
2014 N_Kimura   2 1 4 236.801
2014 N_Kimura   2 1 5 95.5461
2014 N_Kimura   2 1 6 0
2014 N_Kimura   2 1 7 0
2014 avg_wt_age 2 1 3 1
2014 avg_wt_age 2 1 4 1
2014 avg_wt_age 2 1 5 1
2014 avg_wt_age 2 1 6 0
2014 avg_wt_age 2 1 7 0
2014 N 2 2 3 25.2434
2014 N 2 2 4 166.507
2014 N 2 2 5 88.2418
2014 N 2 2 6 0.604735
2014 N 2 2 7 0
2014 Biomass 2 2 3 25.2434
2014 Biomass 2 2 4 166.507
2014 Biomass 2 2 5 88.2418
2014 Biomass 2 2 6 0.604735
2014 Biomass 2 2 7 0
2014 N_Kimura   2 2 3 25.2434
2014 N_Kimura   2 2 4 166.507
2014 N_Kimura   2 2 5 88.2418
2014 N_Kimura   2 2 6 0.604735
