year type stratum sex age value 
2010 N 1 1 3 46.3992
2010 N 1 1 4 828.445
2010 N 1 1 5 2857.91
2010 N 1 1 6 627.895
2010 N 1 1 7 53.759
2010 Biomass 1 1 3 46.3992
2010 Biomass 1 1 4 828.445
2010 Biomass 1 1 5 2857.91
2010 Biomass 1 1 6 627.895
2010 Biomass 1 1 7 53.759
2010 N_Kimura   1 1 3 46.3992
2010 N_Kimura   1 1 4 828.445
2010 N_Kimura   1 1 5 2857.91
2010 N_Kimura   1 1 6 627.895
2010 N_Kimura   1 1 7 53.759
2010 avg_wt_age 1 1 3 1
2010 avg_wt_age 1 1 4 1
2010 avg_wt_age 1 1 5 1
2010 avg_wt_age 1 1 6 1
2010 avg_wt_age 1 1 7 1
2010 N 1 2 3 77.9056
2010 N 1 2 4 633.247
2010 N 1 2 5 1836.52
2010 N 1 2 6 607.168
2010 N 1 2 7 42.9289
2010 Biomass 1 2 3 77.9056
2010 Biomass 1 2 4 633.247
2010 Biomass 1 2 5 1836.52
2010 Biomass 1 2 6 607.168
2010 Biomass 1 2 7 42.9289
2010 N_Kimura   1 2 3 77.9056
2010 N_Kimura   1 2 4 633.247
2010 N_Kimura   1 2 5 1836.52
2010 N_Kimura   1 2 6 607.168
2010 N_Kimura   1 2 7 42.9289
2010 avg_wt_age 1 2 3 1
2010 avg_wt_age 1 2 4 1
2010 avg_wt_age 1 2 5 1
2010 avg_wt_age 1 2 6 1
2010 avg_wt_age 1 2 7 1
2010 p 1 1 3 0.00609539
2010 p 1 1 4 0.108832
2010 p 1 1 5 0.375439
2010 p 1 1 6 0.0824855
2010 p 1 1 7 0.00706223
2010 p 1 2 3 0.0102343
2010 p 1 2 4 0.0831886
2010 p 1 2 5 0.241261
2010 p 1 2 6 0.0797628
2010 p 1 2 7 0.00563951
2010 N 2 1 3 14.0417
2010 N 2 1 4 86.8642
2010 N 2 1 5 49.8087
2010 N 2 1 6 0
2010 N 2 1 7 0
2010 Biomass 2 1 3 14.0417
2010 Biomass 2 1 4 86.8642
2010 Biomass 2 1 5 49.8087
2010 Biomass 2 1 6 0
2010 Biomass 2 1 7 0
2010 N_Kimura   2 1 3 14.0417
2010 N_Kimura   2 1 4 86.8642
2010 N_Kimura   2 1 5 49.8087
2010 N_Kimura   2 1 6 0
